compound_id,compound_name,producing_organism,mibig_cluster,canonical_smiles,lipid_tail_smiles
282,Lichenysin A13,Bacillus licheniformis,BGC0000381,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)CC(CCCCCCCCCCCC(C)C)OC1=O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(=O)OC(CCCCCCCCCCCC(C)C)CC(=O)O
283,Lichenysin A14,Bacillus licheniformis,BGC0000381,CCC(C)CCCCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCC(C)CCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)CC
284,Lichenysin A2,Bacillus licheniformis,BGC0000381,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)CC(CCCCCCC(C)C)OC1=O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(=O)OC(CCCCCCC(C)C)CC(=O)O
285,Lichenysin A3,Bacillus licheniformis,BGC0000381,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)CC(CCCCCCCC(C)C)OC1=O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(=O)OC(CCCCCCCC(C)C)CC(=O)O
286,Lichenysin A4,Bacillus licheniformis,BGC0000381,CCC(C)CCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCC(C)CCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)CC
287,Lichenysin A5,Bacillus licheniformis,BGC0000381,CCCCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)CC
288,Lichenysin A6,Bacillus licheniformis,BGC0000381,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)CC(CCCCCCCCC(C)C)OC1=O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(=O)OC(CCCCCCCCC(C)C)CC(=O)O
289,Lichenysin A7,Bacillus licheniformis,BGC0000381,CCCCCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)CC
290,Lichenysin A8,Bacillus licheniformis,BGC0000381,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)CC(CCCCCCCCCC(C)C)OC1=O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(=O)OC(CCCCCCCCCC(C)C)CC(=O)O
291,Lichenysin A9,Bacillus licheniformis,BGC0000381,CCC(C)CCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCC(C)CCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)CC
292,Lichenysin B1,Bacillus licheniformis JF-2ATCC39307,,CCCCCCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O1,CCCCCCCCCCCCC(CC(=O)O)OC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(C)C
293,Lichenysin B2,Bacillus licheniformis JF-2ATCC39307,,CC(C)CCCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O1,CC(C)CCCCCCCCCC(CC(=O)O)OC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(C)C
294,Lichenysin B3,Bacillus licheniformis JF-2ATCC39307,,CCC(C)CCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O1,CCC(C)CCCCCCCCC(CC(=O)O)OC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(C)C
295,Lichenysin C1,Bacillus licheniformis,,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)CC(CCCCCCCCC(C)C)OC1=O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(C)C)C(=O)OC(CCCCCCCCC(C)C)CC(=O)O
296,Lichenysin C2,Bacillus licheniformis,,CCCCCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(C)C)C(C)CC
297,Lichenysin C3,Bacillus licheniformis,,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)CC(CCCCCCCCCC(C)C)OC1=O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(C)C)C(=O)OC(CCCCCCCCCC(C)C)CC(=O)O
298,Lichenysin C4,Bacillus licheniformis,,CCC(C)CCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCC(C)CCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(C)C)C(C)CC
300,Lichenysin G1,Bacillus licheniformis IM1307,BGC0000381,CC(C)CCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)O1,CC(C)CCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)C
301,Lichenysin G10,Bacillus licheniformis IM1307,,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)CC(CCCCCCCCC(C)C)OC1=O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(=O)OC(CCCCCCCCC(C)C)CC(=O)O
302,Lichenysin G11,Bacillus licheniformis IM1307,,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)CC(CCCCCCCCCC(C)C)OC1=O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(=O)OC(CCCCCCCCCC(C)C)CC(=O)O
303,Lichenysin G12,Bacillus licheniformis IM1307,,CCC(C)CCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCC(C)CCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)CC
304,Lichenysin G13,Bacillus licheniformis IM1307,,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)CC(CCCCCCCCCC(C)C)OC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC1=O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(=O)OC(CCCCCCCCCC(C)C)CC(=O)O)C(C)CC
305,Lichenysin G14,Bacillus licheniformis IM1307,,CCC(C)CCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCC(C)CCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)CC)C(C)CC
306,Lichenysin G15,Bacillus licheniformis IM1307,,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(CCC(N)=O)NC(=O)CC(CCCCCCCCCC(C)C)OC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC1=O,CCC(C)C(NC(=O)C(N)CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(=O)OC(CCCCCCCCCC(C)C)CC(=O)O)C(C)CC)C(C)CC
307,Lichenysin G16,Bacillus licheniformis IM1307,,CCC(C)CCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCC(C)CCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(N)CCC(N)=O)C(C)CC)C(C)CC)C(C)CC
308,Lichenysin G2,Bacillus licheniformis IM1307,,CCC(C)CCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)O1,CCC(C)CCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)C
309,Lichenysin G3,Bacillus licheniformis IM1307,,CCCCCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)O1,CCCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)C
310,Lichenysin G4,Bacillus licheniformis IM1307,,CC(C)CCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)O1,CC(C)CCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)C
311,Lichenysin G5,Bacillus licheniformis IM1307,,CC(C)CCCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)O1,CC(C)CCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)C
312,Lichenysin G6,Bacillus licheniformis IM1307,,CCC(C)CCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)O1,CCC(C)CCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)C
313,Lichenysin G7,Bacillus licheniformis IM1307,,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)CC(CCCCCCCC(C)C)OC1=O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(=O)OC(CCCCCCCC(C)C)CC(=O)O
314,Lichenysin G8,Bacillus licheniformis IM1307,,CCC(C)CCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCC(C)CCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)CC
315,Lichenysin G9,Bacillus licheniformis IM1307,,CCCCCCCCCCCC1CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(N)=O)C(C)C)C(C)CC
316,Lipohexin,Paecilomyces sp. strains HKI-0055 and HKI-0096,,CCCCCCCCCCCC(=O)C(C)C(=O)N1CCCC1C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)O,CCCCCCCCCCCC(=O)C(C)C(=O)N1CCCC1C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)O
317,lipopeptide 8D1-1,Streptomyces rochei,BGC0001370,CCCC1OC1C(=O)NC(CO)C(=O)NC(C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)C(O)CON)c1ccc(O)cc1)C(C)O,CCCC1OC1C(=O)O
318,lipopeptide 8D1-2,Streptomyces rochei,BGC0001370,CCCC(O)C(O)C(=O)NC(CO)C(=O)NC(C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)C(O)CON)c1ccc(O)cc1)C(C)O,CCCC(O)C(O)C(=O)O
319,Lokisin,Pseudomonas sp. strain DSS41,,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CC(=O)O)C(=O)OC1C,CCCCCCCC(O)CC(=O)O
320,Majusculamide A,Lyngbya majuscula,,CCCCCCCC(=O)C(C)C(=O)N(C)C(Cc1ccc(OC)cc1)C(=O)NC(C(N)=O)C(C)C,CCCCCCCC(=O)C(C)C(=O)O
321,Majusculamide B,Lyngbya majuscula,,CCCCCCCC(=O)C(C)C(=O)N(C)C(Cc1ccc(OC)cc1)C(=O)NC(C(N)=O)C(C)C,CCCCCCCC(=O)C(C)C(=O)O
322,Majusculamide D,Lyngbya majuscula,,CCCCC(C)CC(C)C(=O)N(C)C(Cc1ccc(OC)cc1)C(=O)NC(=O)C(C(C)OC(C)=O)N(C)C(C(=O)N1CC(O)CC1C(=O)N1C(=O)C=CC1C)C(C)C,CCCCC(C)CC(C)C(=O)NC(Cc1ccc(OC)cc1)C(=O)NC(=O)C(NC(C(=O)N1CC(O)CC1C(=O)N1C(=O)C=CC1C)C(C)C)C(C)OC(C)=O
323,Malacidin A,,BGC0001448,CC(C)CCC=CC=CC(=O)NC(C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(O)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)C(=O)O)C(=O)NC(C(C)C)C(=O)N2CC(C)CC2C(=O)NC1C)C(C)C(=O)O,CC(C)CCC=CC=CC(=O)O
324,Malacidin B,,BGC0001448,CCC(C)CCC=CC=CC(=O)NC(C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(O)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)C(=O)O)C(=O)NC(C(C)C)C(=O)N2CC(C)CC2C(=O)NC1C)C(C)C(=O)O,CCC(C)CCC=CC=CC(=O)O
325,Massetolide A,Pseudomonas fluorescens SS101,BGC0000389,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)OC1C,CCCCCCCC(O)CC(=O)O
326,Massetolide B,Pseudomonas sp.,,CCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)OC1C,CCCCCCCCC(O)CC(=O)O
327,Massetolide C,Pseudomonas sp.,,CCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)OC1C,CCCCCCCCCC(O)CC(=O)O
328,Massetolide D,Pseudomonas sp.,,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)OC1C,CCCCCCCC(O)CC(=O)O
329,Massetolide E,Pseudomonas sp.,,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)OC1C,CCCCCCCC(O)CC(=O)O
330,Massetolide F,Pseudomonas sp.,,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)OC1C,CCCCCCCC(O)CC(=O)O
331,Massetolide G,Pseudomonas sp.,,CCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)OC1C,CCCCCCCCC(O)CC(=O)O
332,Massetolide H,Pseudomonas sp.,,CCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)OC1C,CCCCCCCCCC(O)CC(=O)O
333,microginin,Microcystis aeruginosa,,CCCCCCCC(N)C(O)C(=O)NC(C)C(=O)NC(C(=O)N(C)C(Cc1ccc(O)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O)C(C)C,CCCCCCCC(N)C(O)C(=O)O
334,MSA 13,Brevibacterium aureum MSA13,,CCCCCCCCCCCCCCCCCC(=O)NCC(=O)NCC(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)O,CCCCCCCCCCCCCCCCCC(=O)O
335,Mycobactin,Mycobacterium spp.,BGC0001021,CCCCCCCCCCCC=CC(=O)N(O)CCCCC(NC(=O)C1COC(c2c(C)cccc2O)=N1)C(=O)OC(C)CC(=O)NC1CCCCN(O)C1=O,CCCCCCCCCCCC=CC(=O)N(O)CCCCC(NC(=O)C1COC(c2c(C)cccc2O)=N1)C(=O)OC(C)CC(=O)NC1CCCCN(O)C1=O
336,Mycobactin J,Mycobacterium spp.,BGC0001021,CCCCCCCCCCCCCC=CC(=O)N(O)CCCCC(NC(=O)C1NC(=C2C=CC=CC2=O)OC1C)C(=O)OC(CC)C(C)C(=O)NC1CCCCN(O)C1=O,CCCCCCCCCCCCCC=CC(=O)N(O)CCCCC(NC(=O)C1NC(=C2C=CC=CC2=O)OC1C)C(=O)OC(CC)C(C)C(=O)NC1CCCCN(O)C1=O
337,Mycobactin M,Mycobacterium spp.,BGC0001021,O=CN(O)CCCCCC(NC(=O)C1COC(=C2C=CC=CC2=O)N1)C(=O)OCCC(=O)NC1CCCCN(O)C1=O,O=CN(O)CCCCCC(NC(=O)C1COC(=C2C=CC=CC2=O)N1)C(=O)OCCC(=O)NC1CCCCN(O)C1=O
338,Mycobactin P,Mycobacterium spp.,BGC0001021,CCCCCCCCCCCCCCCC=CC(=O)N(O)CCCCC(NC(=O)C1COC(c2c(C)cccc2O)=N1)C(=O)OC(CC)C(C)C(=O)NC1CCCCN(O)C1=O,CCCCCCCCCCCCCCCC=CC(=O)N(O)CCCCC(NC(=O)C1COC(c2c(C)cccc2O)=N1)C(=O)OC(CC)C(C)C(=O)NC1CCCCN(O)C1=O
